id,b,c,v,t
1029359,45,16,21,"Real KJV text for book 45 16:21"
1029360,45,16,22,"Real KJV text for book 45 16:22"
1029361,45,16,23,"Real KJV text for book 45 16:23"
1029362,45,16,24,"Real KJV text for book 45 16:24"
1029363,45,16,25,"Real KJV text for book 45 16:25"
1029364,45,16,26,"Real KJV text for book 45 16:26"
1029365,45,16,27,"Real KJV text for book 45 16:27"
1029366,46,1,1,"Real KJV text for book 46 1:1"
1029367,46,1,2,"Real KJV text for book 46 1:2"
1029368,46,1,3,"Real KJV text for book 46 1:3"
1029369,46,1,4,"Real KJV text for book 46 1:4"
1029370,46,1,5,"Real KJV text for book 46 1:5"
1029371,46,1,6,"Real KJV text for book 46 1:6"
1029372,46,1,7,"Real KJV text for book 46 1:7"
1029373,46,1,8,"Real KJV text for book 46 1:8"
1029374,46,1,9,"Real KJV text for book 46 1:9"
1029375,46,1,10,"Real KJV text for book 46 1:10"
1029376,46,1,11,"Real KJV text for book 46 1:11"
1029377,46,1,12,"Real KJV text for book 46 1:12"
1029378,46,1,13,"Real KJV text for book 46 1:13"
1029379,46,1,14,"Real KJV text for book 46 1:14"
1029380,46,1,15,"Real KJV text for book 46 1:15"
1029381,46,1,16,"Real KJV text for book 46 1:16"
1029382,46,1,17,"Real KJV text for book 46 1:17"
1029383,46,1,18,"Real KJV text for book 46 1:18"
1029384,46,1,19,"Real KJV text for book 46 1:19"
1029385,46,1,20,"Real KJV text for book 46 1:20"
1029386,46,1,21,"Real KJV text for book 46 1:21"
1029387,46,1,22,"Real KJV text for book 46 1:22"
1029388,46,1,23,"Real KJV text for book 46 1:23"
1029389,46,1,24,"Real KJV text for book 46 1:24"
1029390,46,1,25,"Real KJV text for book 46 1:25"
1029391,46,1,26,"Real KJV text for book 46 1:26"
1029392,46,1,27,"Real KJV text for book 46 1:27"
1029393,46,1,28,"Real KJV text for book 46 1:28"
1029394,46,1,29,"Real KJV text for book 46 1:29"
1029395,46,1,30,"Real KJV text for book 46 1:30"
1029396,46,1,31,"Real KJV text for book 46 1:31"
1029397,46,2,1,"Real KJV text for book 46 2:1"
1029398,46,2,2,"Real KJV text for book 46 2:2"
1029399,46,2,3,"Real KJV text for book 46 2:3"
1029400,46,2,4,"Real KJV text for book 46 2:4"
1029401,46,2,5,"Real KJV text for book 46 2:5"
1029402,46,2,6,"Real KJV text for book 46 2:6"
1029403,46,2,7,"Real KJV text for book 46 2:7"
1029404,46,2,8,"Real KJV text for book 46 2:8"
1029405,46,2,9,"Real KJV text for book 46 2:9"
1029406,46,2,10,"Real KJV text for book 46 2:10"
1029407,46,2,11,"Real KJV text for book 46 2:11"
1029408,46,2,12,"Real KJV text for book 46 2:12"
1029409,46,2,13,"Real KJV text for book 46 2:13"
1029410,46,2,14,"Real KJV text for book 46 2:14"
1029411,46,2,15,"Real KJV text for book 46 2:15"
1029412,46,2,16,"Real KJV text for book 46 2:16"
1029413,46,3,1,"Real KJV text for book 46 3:1"
1029414,46,3,2,"Real KJV text for book 46 3:2"
1029415,46,3,3,"Real KJV text for book 46 3:3"
1029416,46,3,4,"Real KJV text for book 46 3:4"
1029417,46,3,5,"Real KJV text for book 46 3:5"
1029418,46,3,6,"Real KJV text for book 46 3:6"
1029419,46,3,7,"Real KJV text for book 46 3:7"
1029420,46,3,8,"Real KJV text for book 46 3:8"
1029421,46,3,9,"Real KJV text for book 46 3:9"
1029422,46,3,10,"Real KJV text for book 46 3:10"
1029423,46,3,11,"Real KJV text for book 46 3:11"
1029424,46,3,12,"Real KJV text for book 46 3:12"
1029425,46,3,13,"Real KJV text for book 46 3:13"
1029426,46,3,14,"Real KJV text for book 46 3:14"
1029427,46,3,15,"Real KJV text for book 46 3:15"
1029428,46,3,16,"Real KJV text for book 46 3:16"
1029429,46,3,17,"Real KJV text for book 46 3:17"
1029430,46,3,18,"Real KJV text for book 46 3:18"
1029431,46,3,19,"Real KJV text for book 46 3:19"
1029432,46,3,20,"Real KJV text for book 46 3:20"
1029433,46,3,21,"Real KJV text for book 46 3:21"
1029434,46,3,22,"Real KJV text for book 46 3:22"
1029435,46,3,23,"Real KJV text for book 46 3:23"
1029436,46,4,1,"Real KJV text for book 46 4:1"
1029437,46,4,2,"Real KJV text for book 46 4:2"
1029438,46,4,3,"Real KJV text for book 46 4:3"
1029439,46,4,4,"Real KJV text for book 46 4:4"
1029440,46,4,5,"Real KJV text for book 46 4:5"
1029441,46,4,6,"Real KJV text for book 46 4:6"
1029442,46,4,7,"Real KJV text for book 46 4:7"
1029443,46,4,8,"Real KJV text for book 46 4:8"
1029444,46,4,9,"Real KJV text for book 46 4:9"
1029445,46,4,10,"Real KJV text for book 46 4:10"
1029446,46,4,11,"Real KJV text for book 46 4:11"
1029447,46,4,12,"Real KJV text for book 46 4:12"
1029448,46,4,13,"Real KJV text for book 46 4:13"
1029449,46,4,14,"Real KJV text for book 46 4:14"
1029450,46,4,15,"Real KJV text for book 46 4:15"
1029451,46,4,16,"Real KJV text for book 46 4:16"
1029452,46,4,17,"Real KJV text for book 46 4:17"
1029453,46,4,18,"Real KJV text for book 46 4:18"
1029454,46,4,19,"Real KJV text for book 46 4:19"
1029455,46,4,20,"Real KJV text for book 46 4:20"
1029456,46,4,21,"Real KJV text for book 46 4:21"
1029457,46,5,1,"Real KJV text for book 46 5:1"
1029458,46,5,2,"Real KJV text for book 46 5:2"
1029459,46,5,3,"Real KJV text for book 46 5:3"
1029460,46,5,4,"Real KJV text for book 46 5:4"
1029461,46,5,5,"Real KJV text for book 46 5:5"
1029462,46,5,6,"Real KJV text for book 46 5:6"
1029463,46,5,7,"Real KJV text for book 46 5:7"
1029464,46,5,8,"Real KJV text for book 46 5:8"
1029465,46,5,9,"Real KJV text for book 46 5:9"
1029466,46,5,10,"Real KJV text for book 46 5:10"
1029467,46,5,11,"Real KJV text for book 46 5:11"
1029468,46,5,12,"Real KJV text for book 46 5:12"
1029469,46,5,13,"Real KJV text for book 46 5:13"
1029470,46,6,1,"Real KJV text for book 46 6:1"
1029471,46,6,2,"Real KJV text for book 46 6:2"
1029472,46,6,3,"Real KJV text for book 46 6:3"
1029473,46,6,4,"Real KJV text for book 46 6:4"
1029474,46,6,5,"Real KJV text for book 46 6:5"
1029475,46,6,6,"Real KJV text for book 46 6:6"
1029476,46,6,7,"Real KJV text for book 46 6:7"
1029477,46,6,8,"Real KJV text for book 46 6:8"
1029478,46,6,9,"Real KJV text for book 46 6:9"
1029479,46,6,10,"Real KJV text for book 46 6:10"
1029480,46,6,11,"Real KJV text for book 46 6:11"
1029481,46,6,12,"Real KJV text for book 46 6:12"
1029482,46,6,13,"Real KJV text for book 46 6:13"
1029483,46,6,14,"Real KJV text for book 46 6:14"
1029484,46,6,15,"Real KJV text for book 46 6:15"
1029485,46,6,16,"Real KJV text for book 46 6:16"
1029486,46,6,17,"Real KJV text for book 46 6:17"
1029487,46,6,18,"Real KJV text for book 46 6:18"
1029488,46,6,19,"Real KJV text for book 46 6:19"
1029489,46,6,20,"Real KJV text for book 46 6:20"
1029490,46,7,1,"Real KJV text for book 46 7:1"
1029491,46,7,2,"Real KJV text for book 46 7:2"
1029492,46,7,3,"Real KJV text for book 46 7:3"
1029493,46,7,4,"Real KJV text for book 46 7:4"
1029494,46,7,5,"Real KJV text for book 46 7:5"
1029495,46,7,6,"Real KJV text for book 46 7:6"
1029496,46,7,7,"Real KJV text for book 46 7:7"
1029497,46,7,8,"Real KJV text for book 46 7:8"
1029498,46,7,9,"Real KJV text for book 46 7:9"
1029499,46,7,10,"Real KJV text for book 46 7:10"
1029500,46,7,11,"Real KJV text for book 46 7:11"
1029501,46,7,12,"Real KJV text for book 46 7:12"
1029502,46,7,13,"Real KJV text for book 46 7:13"
1029503,46,7,14,"Real KJV text for book 46 7:14"
1029504,46,7,15,"Real KJV text for book 46 7:15"
1029505,46,7,16,"Real KJV text for book 46 7:16"
1029506,46,7,17,"Real KJV text for book 46 7:17"
1029507,46,7,18,"Real KJV text for book 46 7:18"
1029508,46,7,19,"Real KJV text for book 46 7:19"
1029509,46,7,20,"Real KJV text for book 46 7:20"
1029510,46,7,21,"Real KJV text for book 46 7:21"
1029511,46,7,22,"Real KJV text for book 46 7:22"
1029512,46,7,23,"Real KJV text for book 46 7:23"
1029513,46,7,24,"Real KJV text for book 46 7:24"
1029514,46,7,25,"Real KJV text for book 46 7:25"
1029515,46,7,26,"Real KJV text for book 46 7:26"
1029516,46,7,27,"Real KJV text for book 46 7:27"
1029517,46,7,28,"Real KJV text for book 46 7:28"
1029518,46,7,29,"Real KJV text for book 46 7:29"
1029519,46,7,30,"Real KJV text for book 46 7:30"
1029520,46,7,31,"Real KJV text for book 46 7:31"
1029521,46,7,32,"Real KJV text for book 46 7:32"
1029522,46,7,33,"Real KJV text for book 46 7:33"
1029523,46,7,34,"Real KJV text for book 46 7:34"
1029524,46,7,35,"Real KJV text for book 46 7:35"
1029525,46,7,36,"Real KJV text for book 46 7:36"
1029526,46,7,37,"Real KJV text for book 46 7:37"
1029527,46,7,38,"Real KJV text for book 46 7:38"
1029528,46,7,39,"Real KJV text for book 46 7:39"
1029529,46,7,40,"Real KJV text for book 46 7:40"
1029530,46,8,1,"Real KJV text for book 46 8:1"
1029531,46,8,2,"Real KJV text for book 46 8:2"
1029532,46,8,3,"Real KJV text for book 46 8:3"
1029533,46,8,4,"Real KJV text for book 46 8:4"
1029534,46,8,5,"Real KJV text for book 46 8:5"
1029535,46,8,6,"Real KJV text for book 46 8:6"
1029536,46,8,7,"Real KJV text for book 46 8:7"
1029537,46,8,8,"Real KJV text for book 46 8:8"
1029538,46,8,9,"Real KJV text for book 46 8:9"
1029539,46,8,10,"Real KJV text for book 46 8:10"
1029540,46,8,11,"Real KJV text for book 46 8:11"
1029541,46,8,12,"Real KJV text for book 46 8:12"
1029542,46,8,13,"Real KJV text for book 46 8:13"
1029543,46,9,1,"Real KJV text for book 46 9:1"
1029544,46,9,2,"Real KJV text for book 46 9:2"
1029545,46,9,3,"Real KJV text for book 46 9:3"
1029546,46,9,4,"Real KJV text for book 46 9:4"
1029547,46,9,5,"Real KJV text for book 46 9:5"
1029548,46,9,6,"Real KJV text for book 46 9:6"
1029549,46,9,7,"Real KJV text for book 46 9:7"
1029550,46,9,8,"Real KJV text for book 46 9:8"
1029551,46,9,9,"Real KJV text for book 46 9:9"
1029552,46,9,10,"Real KJV text for book 46 9:10"
1029553,46,9,11,"Real KJV text for book 46 9:11"
1029554,46,9,12,"Real KJV text for book 46 9:12"
1029555,46,9,13,"Real KJV text for book 46 9:13"
1029556,46,9,14,"Real KJV text for book 46 9:14"
1029557,46,9,15,"Real KJV text for book 46 9:15"
1029558,46,9,16,"Real KJV text for book 46 9:16"
1029559,46,9,17,"Real KJV text for book 46 9:17"
1029560,46,9,18,"Real KJV text for book 46 9:18"
1029561,46,9,19,"Real KJV text for book 46 9:19"
1029562,46,9,20,"Real KJV text for book 46 9:20"
1029563,46,9,21,"Real KJV text for book 46 9:21"
1029564,46,9,22,"Real KJV text for book 46 9:22"
1029565,46,9,23,"Real KJV text for book 46 9:23"
1029566,46,9,24,"Real KJV text for book 46 9:24"
1029567,46,9,25,"Real KJV text for book 46 9:25"
1029568,46,9,26,"Real KJV text for book 46 9:26"
1029569,46,9,27,"Real KJV text for book 46 9:27"
1029570,46,10,1,"Real KJV text for book 46 10:1"
1029571,46,10,2,"Real KJV text for book 46 10:2"
1029572,46,10,3,"Real KJV text for book 46 10:3"
1029573,46,10,4,"Real KJV text for book 46 10:4"
1029574,46,10,5,"Real KJV text for book 46 10:5"
1029575,46,10,6,"Real KJV text for book 46 10:6"
1029576,46,10,7,"Real KJV text for book 46 10:7"
1029577,46,10,8,"Real KJV text for book 46 10:8"
1029578,46,10,9,"Real KJV text for book 46 10:9"
1029579,46,10,10,"Real KJV text for book 46 10:10"
1029580,46,10,11,"Real KJV text for book 46 10:11"
1029581,46,10,12,"Real KJV text for book 46 10:12"
1029582,46,10,13,"Real KJV text for book 46 10:13"
1029583,46,10,14,"Real KJV text for book 46 10:14"
1029584,46,10,15,"Real KJV text for book 46 10:15"
1029585,46,10,16,"Real KJV text for book 46 10:16"
1029586,46,10,17,"Real KJV text for book 46 10:17"
1029587,46,10,18,"Real KJV text for book 46 10:18"
1029588,46,10,19,"Real KJV text for book 46 10:19"
1029589,46,10,20,"Real KJV text for book 46 10:20"
1029590,46,10,21,"Real KJV text for book 46 10:21"
1029591,46,10,22,"Real KJV text for book 46 10:22"
1029592,46,10,23,"Real KJV text for book 46 10:23"
1029593,46,10,24,"Real KJV text for book 46 10:24"
1029594,46,10,25,"Real KJV text for book 46 10:25"
1029595,46,10,26,"Real KJV text for book 46 10:26"
1029596,46,10,27,"Real KJV text for book 46 10:27"
1029597,46,10,28,"Real KJV text for book 46 10:28"
1029598,46,10,29,"Real KJV text for book 46 10:29"
1029599,46,10,30,"Real KJV text for book 46 10:30"
1029600,46,10,31,"Real KJV text for book 46 10:31"
1029601,46,10,32,"Real KJV text for book 46 10:32"
1029602,46,10,33,"Real KJV text for book 46 10:33"
1029603,46,11,1,"Real KJV text for book 46 11:1"
1029604,46,11,2,"Real KJV text for book 46 11:2"
1029605,46,11,3,"Real KJV text for book 46 11:3"
1029606,46,11,4,"Real KJV text for book 46 11:4"
1029607,46,11,5,"Real KJV text for book 46 11:5"
1029608,46,11,6,"Real KJV text for book 46 11:6"
1029609,46,11,7,"Real KJV text for book 46 11:7"
1029610,46,11,8,"Real KJV text for book 46 11:8"
1029611,46,11,9,"Real KJV text for book 46 11:9"
1029612,46,11,10,"Real KJV text for book 46 11:10"
1029613,46,11,11,"Real KJV text for book 46 11:11"
1029614,46,11,12,"Real KJV text for book 46 11:12"
1029615,46,11,13,"Real KJV text for book 46 11:13"
1029616,46,11,14,"Real KJV text for book 46 11:14"
1029617,46,11,15,"Real KJV text for book 46 11:15"
1029618,46,11,16,"Real KJV text for book 46 11:16"
1029619,46,11,17,"Real KJV text for book 46 11:17"
1029620,46,11,18,"Real KJV text for book 46 11:18"
1029621,46,11,19,"Real KJV text for book 46 11:19"
1029622,46,11,20,"Real KJV text for book 46 11:20"
1029623,46,11,21,"Real KJV text for book 46 11:21"
1029624,46,11,22,"Real KJV text for book 46 11:22"
1029625,46,11,23,"Real KJV text for book 46 11:23"
1029626,46,11,24,"Real KJV text for book 46 11:24"
1029627,46,11,25,"Real KJV text for book 46 11:25"
1029628,46,11,26,"Real KJV text for book 46 11:26"
1029629,46,11,27,"Real KJV text for book 46 11:27"
1029630,46,11,28,"Real KJV text for book 46 11:28"
1029631,46,11,29,"Real KJV text for book 46 11:29"
1029632,46,11,30,"Real KJV text for book 46 11:30"
1029633,46,11,31,"Real KJV text for book 46 11:31"
1029634,46,11,32,"Real KJV text for book 46 11:32"
1029635,46,11,33,"Real KJV text for book 46 11:33"
1029636,46,11,34,"Real KJV text for book 46 11:34"
1029637,46,12,1,"Real KJV text for book 46 12:1"
1029638,46,12,2,"Real KJV text for book 46 12:2"
1029639,46,12,3,"Real KJV text for book 46 12:3"
1029640,46,12,4,"Real KJV text for book 46 12:4"
1029641,46,12,5,"Real KJV text for book 46 12:5"
1029642,46,12,6,"Real KJV text for book 46 12:6"
1029643,46,12,7,"Real KJV text for book 46 12:7"
1029644,46,12,8,"Real KJV text for book 46 12:8"
1029645,46,12,9,"Real KJV text for book 46 12:9"
1029646,46,12,10,"Real KJV text for book 46 12:10"
1029647,46,12,11,"Real KJV text for book 46 12:11"
1029648,46,12,12,"Real KJV text for book 46 12:12"
1029649,46,12,13,"Real KJV text for book 46 12:13"
1029650,46,12,14,"Real KJV text for book 46 12:14"
1029651,46,12,15,"Real KJV text for book 46 12:15"
1029652,46,12,16,"Real KJV text for book 46 12:16"
1029653,46,12,17,"Real KJV text for book 46 12:17"
1029654,46,12,18,"Real KJV text for book 46 12:18"
1029655,46,12,19,"Real KJV text for book 46 12:19"
1029656,46,12,20,"Real KJV text for book 46 12:20"
1029657,46,12,21,"Real KJV text for book 46 12:21"
1029658,46,12,22,"Real KJV text for book 46 12:22"
1029659,46,12,23,"Real KJV text for book 46 12:23"
1029660,46,12,24,"Real KJV text for book 46 12:24"
1029661,46,12,25,"Real KJV text for book 46 12:25"
1029662,46,12,26,"Real KJV text for book 46 12:26"
1029663,46,12,27,"Real KJV text for book 46 12:27"
1029664,46,12,28,"Real KJV text for book 46 12:28"
1029665,46,12,29,"Real KJV text for book 46 12:29"
1029666,46,12,30,"Real KJV text for book 46 12:30"
1029667,46,12,31,"Real KJV text for book 46 12:31"
1029668,46,13,1,"Real KJV text for book 46 13:1"
1029669,46,13,2,"Real KJV text for book 46 13:2"
1029670,46,13,3,"Real KJV text for book 46 13:3"
1029671,46,13,4,"Real KJV text for book 46 13:4"
1029672,46,13,5,"Real KJV text for book 46 13:5"
1029673,46,13,6,"Real KJV text for book 46 13:6"
1029674,46,13,7,"Real KJV text for book 46 13:7"
1029675,46,13,8,"Real KJV text for book 46 13:8"
1029676,46,13,9,"Real KJV text for book 46 13:9"
1029677,46,13,10,"Real KJV text for book 46 13:10"
1029678,46,13,11,"Real KJV text for book 46 13:11"
1029679,46,13,12,"Real KJV text for book 46 13:12"
1029680,46,13,13,"Real KJV text for book 46 13:13"
1029681,46,14,1,"Real KJV text for book 46 14:1"
1029682,46,14,2,"Real KJV text for book 46 14:2"
1029683,46,14,3,"Real KJV text for book 46 14:3"
1029684,46,14,4,"Real KJV text for book 46 14:4"
1029685,46,14,5,"Real KJV text for book 46 14:5"
1029686,46,14,6,"Real KJV text for book 46 14:6"
1029687,46,14,7,"Real KJV text for book 46 14:7"
1029688,46,14,8,"Real KJV text for book 46 14:8"
1029689,46,14,9,"Real KJV text for book 46 14:9"
1029690,46,14,10,"Real KJV text for book 46 14:10"
1029691,46,14,11,"Real KJV text for book 46 14:11"
1029692,46,14,12,"Real KJV text for book 46 14:12"
1029693,46,14,13,"Real KJV text for book 46 14:13"
1029694,46,14,14,"Real KJV text for book 46 14:14"
1029695,46,14,15,"Real KJV text for book 46 14:15"
1029696,46,14,16,"Real KJV text for book 46 14:16"
1029697,46,14,17,"Real KJV text for book 46 14:17"
1029698,46,14,18,"Real KJV text for book 46 14:18"
1029699,46,14,19,"Real KJV text for book 46 14:19"
1029700,46,14,20,"Real KJV text for book 46 14:20"
1029701,46,14,21,"Real KJV text for book 46 14:21"
1029702,46,14,22,"Real KJV text for book 46 14:22"
1029703,46,14,23,"Real KJV text for book 46 14:23"
1029704,46,14,24,"Real KJV text for book 46 14:24"
1029705,46,14,25,"Real KJV text for book 46 14:25"
1029706,46,14,26,"Real KJV text for book 46 14:26"
1029707,46,14,27,"Real KJV text for book 46 14:27"
1029708,46,14,28,"Real KJV text for book 46 14:28"
1029709,46,14,29,"Real KJV text for book 46 14:29"
1029710,46,14,30,"Real KJV text for book 46 14:30"
1029711,46,14,31,"Real KJV text for book 46 14:31"
1029712,46,14,32,"Real KJV text for book 46 14:32"
1029713,46,14,33,"Real KJV text for book 46 14:33"
1029714,46,14,34,"Real KJV text for book 46 14:34"
1029715,46,14,35,"Real KJV text for book 46 14:35"
1029716,46,14,36,"Real KJV text for book 46 14:36"
1029717,46,14,37,"Real KJV text for book 46 14:37"
1029718,46,14,38,"Real KJV text for book 46 14:38"
1029719,46,14,39,"Real KJV text for book 46 14:39"
1029720,46,14,40,"Real KJV text for book 46 14:40"
1029721,46,15,1,"Real KJV text for book 46 15:1"
1029722,46,15,2,"Real KJV text for book 46 15:2"
1029723,46,15,3,"Real KJV text for book 46 15:3"
1029724,46,15,4,"Real KJV text for book 46 15:4"
1029725,46,15,5,"Real KJV text for book 46 15:5"
1029726,46,15,6,"Real KJV text for book 46 15:6"
1029727,46,15,7,"Real KJV text for book 46 15:7"
1029728,46,15,8,"Real KJV text for book 46 15:8"
1029729,46,15,9,"Real KJV text for book 46 15:9"
1029730,46,15,10,"Real KJV text for book 46 15:10"
1029731,46,15,11,"Real KJV text for book 46 15:11"
1029732,46,15,12,"Real KJV text for book 46 15:12"
1029733,46,15,13,"Real KJV text for book 46 15:13"
1029734,46,15,14,"Real KJV text for book 46 15:14"
1029735,46,15,15,"Real KJV text for book 46 15:15"
1029736,46,15,16,"Real KJV text for book 46 15:16"
1029737,46,15,17,"Real KJV text for book 46 15:17"
1029738,46,15,18,"Real KJV text for book 46 15:18"
1029739,46,15,19,"Real KJV text for book 46 15:19"
1029740,46,15,20,"Real KJV text for book 46 15:20"
1029741,46,15,21,"Real KJV text for book 46 15:21"
1029742,46,15,22,"Real KJV text for book 46 15:22"
1029743,46,15,23,"Real KJV text for book 46 15:23"
1029744,46,15,24,"Real KJV text for book 46 15:24"
1029745,46,15,25,"Real KJV text for book 46 15:25"
1029746,46,15,26,"Real KJV text for book 46 15:26"
1029747,46,15,27,"Real KJV text for book 46 15:27"
1029748,46,15,28,"Real KJV text for book 46 15:28"
1029749,46,15,29,"Real KJV text for book 46 15:29"
1029750,46,15,30,"Real KJV text for book 46 15:30"
1029751,46,15,31,"Real KJV text for book 46 15:31"
1029752,46,15,32,"Real KJV text for book 46 15:32"
1029753,46,15,33,"Real KJV text for book 46 15:33"
